0.9994,0.9978,0.9978,0.9538,0.9256,0.7786,0.7657,0.7402,0.5988,0.5988,0.5936,0.5799,0.5702,0.548,0.5447,0.5399,0.4603,0.4465,0.4347,0.4035,0.3941,0.387,0.3831,0.3742,0.3508,0.3413,0.3367,0.3015,0.3009,0.2887,0.2676,0.2519,0.2499,0.2498,0.2367,0.2342,0.2195,0.2187,0.2176,0.2072,0.1973,0.1962,0.191,0.1774,0.1758,0.1685,0.1668,0.1554,0.154,0.1513,0.1476,0.1432,0.1401,0.1363,0.128,0.1161,0.1157,0.1152,0.1147,0.1136,0.1135,0.1091,0.1087,0.1085,0.103,0.092,0.0887,0.0715,0.0706,0.0624,0.0623,0.0614,0.06,0.0589,0.0586,0.053,0.0502,0.0469,0
80,79,78,47,11,77,1,21,71,54,2,51,66,35,43,18,8,49,36,46,57,26,40,65,16,61,31,20,74,13,56,34,10,39,41,6,14,12,62,55,37,19,50,7,48,67,22,63,38,44,76,59,52,64,42,5,3,75,58,15,24,25,9,27,4,69,60,29,17,68,73,45,23,72,70,30,32,28,53
