1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
19.5231,13.69415,8.06776,6.01272,4.06148,3.62447,2.93454,2.38277,1.8303,1.636,1.36151,1.15111,1.00119,0.83285,0.82703,0.74925,0.68985,0.59203,0.50453,0.48933,0.4555,0.43245,0.42043,0.40176,0.37421,0.34962,0.33566,0.31777,0.30431,0.26312,0.25584,0.24416
0.24404,0.41522,0.51606,0.59122,0.64199,0.6873,0.72398,0.75376,0.77664,0.79709,0.81411,0.8285,0.84101,0.85142,0.86176,0.87113,0.87975,0.88715,0.89346,0.89957,0.90527,0.91067,0.91593,0.92095,0.92563,0.93,0.9342,0.93817,0.94197,0.94526,0.94846,0.95151
